,Date,Commodity,Commodity Details,Measurement,Unit,Unit Details,Domain Category,Value
2666,2017-06,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2667,2017-06,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2668,2017-06,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,166
2669,2017-06,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,13
2670,2017-06,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,140
2671,2017-06,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,175
2672,2017-06,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,40.9
2673,2017-06,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,47.15
2674,2017-06,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,62.4
2675,2017-06,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,46.18
2676,2017-06,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,52.57
2677,2017-06,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2678,2017-06,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2679,2017-06,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,18.16
2680,2017-06,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,20.9
2681,2017-06,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,34.1
2682,2017-06,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,21.62
2683,2017-06,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,24.33
2684,2017-06,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,20.38
2685,2017-06,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,23.11
2686,2017-06,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,36.2
2687,2017-06,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,23.76
2688,2017-06,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,26.47
2689,2017-06,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2690,2017-06,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2691,2017-06,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2692,2017-06,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2693,2017-06,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,17.04
2694,2017-06,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,19.78
2695,2017-06,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,32.9
2696,2017-06,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,20.46
2697,2017-06,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,23.17
2698,2017-06,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2699,2017-06,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2700,2017-06,POTATOES,,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,18.1
2701,2017-06,POTATOES,FALL,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (S)
2702,2017-06,POTATOES,SPRING,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,18.1
2703,2017-06,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,14.3
2704,2017-06,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED,5.66
2705,2017-06,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,62
2706,2017-06,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2707,2017-06,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2708,2017-03,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
2709,2017-03,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
2710,2017-03,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
2711,2017-03,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
2712,2017-03,BEANS,"DRY EDIBLE, INCL CHICKPEAS",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,61.5
2713,2017-03,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,17
2714,2017-03,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (NA)
2715,2017-03,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (NA)
2716,2017-03,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
2717,2017-03,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,6.1
2718,2017-03,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,15.62
2719,2017-03,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,18.26
2720,2017-03,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
2721,2017-03,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2722,2017-03,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2723,2017-03,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2724,2017-03,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2725,2017-03,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,166
2726,2017-03,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,4
2727,2017-03,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,135
2728,2017-03,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,175
2729,2017-03,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,24.65
2730,2017-03,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,30.7
2731,2017-03,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,49.9
2732,2017-03,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,33.68
2733,2017-03,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,40.07
2734,2017-03,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2735,2017-03,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2736,2017-03,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,14.73
2737,2017-03,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,17.47
2738,2017-03,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,30.9
2739,2017-03,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,18.45
2740,2017-03,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,21.16
2741,2017-03,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,14.8
2742,2017-03,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,17.54
2743,2017-03,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,30.9
2744,2017-03,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,18.46
2745,2017-03,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,21.17
2746,2017-03,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2747,2017-03,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2748,2017-03,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2749,2017-03,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2750,2017-03,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2751,2017-03,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2752,2017-03,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
2753,2017-03,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2754,2017-03,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2755,2017-03,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2756,2017-03,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2757,2017-03,POTATOES,,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,15.6
2758,2017-03,POTATOES,FALL,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (S)
2759,2017-03,POTATOES,SPRING,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,15.6
2760,2017-03,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,13.1
2761,2017-03,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2762,2017-03,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,1
2763,2017-03,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
2764,2017-03,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2765,2017-05,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
2766,2017-05,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
2767,2017-05,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
2768,2017-05,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
2769,2017-05,BEANS,"DRY EDIBLE, INCL CHICKPEAS",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,57.8
2770,2017-05,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,5
2771,2017-05,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (NA)
2772,2017-05,COTTON,,GINNED BALES,480 LB BALES,,NOT SPECIFIED,"877,850"
2773,2017-05,COTTON,,GINNED BALES,LB / BALE,AVG,NOT SPECIFIED,497.1
2774,2017-05,COTTON,,GINNED BALES,RUNNING BALES,,NOT SPECIFIED,"847,650"
2775,2017-05,COTTON,,NUMBER OF ACTIVE GINS,,,"BALES GINNED: (10,000 TO 14,999 RUNNING BALES)",6
2776,2017-05,COTTON,,NUMBER OF ACTIVE GINS,,,"BALES GINNED: (15,000 TO 19,999 RUNNING BALES)",1
2777,2017-05,COTTON,,NUMBER OF ACTIVE GINS,,,"BALES GINNED: (20,000 TO 39,999 RUNNING BALES)",8
2778,2017-05,COTTON,,NUMBER OF ACTIVE GINS,,,"BALES GINNED: (3,000 TO 4,999 RUNNING BALES)",2
2779,2017-05,COTTON,,NUMBER OF ACTIVE GINS,,,"BALES GINNED: (40,000 OR MORE RUNNING BALES)",10
2780,2017-05,COTTON,,NUMBER OF ACTIVE GINS,,,NOT SPECIFIED,27
2781,2017-05,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (NA)
2782,2017-05,COTTON,PIMA,GINNED BALES,480 LB BALES,,NOT SPECIFIED,"629,200"
2783,2017-05,COTTON,PIMA,GINNED BALES,LB / BALE,AVG,NOT SPECIFIED,495.8
2784,2017-05,COTTON,PIMA,GINNED BALES,RUNNING BALES,,NOT SPECIFIED,"609,150"
2785,2017-05,COTTON,UPLAND,GINNED BALES,480 LB BALES,,NOT SPECIFIED,"248,650"
2786,2017-05,COTTON,UPLAND,GINNED BALES,LB / BALE,AVG,NOT SPECIFIED,500.4
2787,2017-05,COTTON,UPLAND,GINNED BALES,RUNNING BALES,,NOT SPECIFIED,"238,500"
2788,2017-05,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
2789,2017-05,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,6.1
2790,2017-05,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,16.68
2791,2017-05,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,19.35
2792,2017-05,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
2793,2017-05,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2794,2017-05,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2795,2017-05,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2796,2017-05,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2797,2017-05,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,169
2798,2017-05,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,12
2799,2017-05,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,130
2800,2017-05,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,180
2801,2017-05,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,31.3
2802,2017-05,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,37.44
2803,2017-05,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,55.2
2804,2017-05,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,38.98
2805,2017-05,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,45.37
2806,2017-05,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2807,2017-05,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2808,2017-05,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,16.6
2809,2017-05,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,19.34
2810,2017-05,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,32.8
2811,2017-05,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,20.4
2812,2017-05,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,23.11
2813,2017-05,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,17.95
2814,2017-05,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,20.7
2815,2017-05,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,35.6
2816,2017-05,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,23.16
2817,2017-05,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,25.87
2818,2017-05,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2819,2017-05,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2820,2017-05,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2821,2017-05,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2822,2017-05,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,14.92
2823,2017-05,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,17.66
2824,2017-05,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,29.6
2825,2017-05,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,17.16
2826,2017-05,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,19.87
2827,2017-05,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2828,2017-05,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2829,2017-05,POTATOES,,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,16.8
2830,2017-05,POTATOES,FALL,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (S)
2831,2017-05,POTATOES,SPRING,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,16.8
2832,2017-05,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,14.1
2833,2017-05,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2834,2017-05,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,1
2835,2017-05,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
2836,2017-05,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2837,2017-11,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
2838,2017-11,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2839,2017-11,BARLEY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,2
2840,2017-11,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
2841,2017-11,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2842,2017-11,BEANS,"DRY EDIBLE, INCL CHICKPEAS",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,57.8
2843,2017-11,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,16
2844,2017-11,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
2845,2017-11,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,241
2846,2017-11,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
2847,2017-11,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,5.4
2848,2017-11,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,20.94
2849,2017-11,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,23.35
2850,2017-11,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
2851,2017-11,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2852,2017-11,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2853,2017-11,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2854,2017-11,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2855,2017-11,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,172
2856,2017-11,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,6
2857,2017-11,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,130
2858,2017-11,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,185
2859,2017-11,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,27.91
2860,2017-11,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,34.18
2861,2017-11,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,51.4
2862,2017-11,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,34.85
2863,2017-11,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,41.37
2864,2017-11,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2865,2017-11,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2866,2017-11,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,25.07
2867,2017-11,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,27.85
2868,2017-11,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,40.7
2869,2017-11,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,28.02
2870,2017-11,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,30.78
2871,2017-11,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,25.07
2872,2017-11,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,27.85
2873,2017-11,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,40.7
2874,2017-11,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,28.02
2875,2017-11,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,30.78
2876,2017-11,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2877,2017-11,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2878,2017-11,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
2879,2017-11,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
2880,2017-11,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2881,2017-11,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2882,2017-11,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
2883,2017-11,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2884,2017-11,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2885,2017-11,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
2886,2017-11,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
2887,2017-11,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,20.4
2888,2017-11,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED,4.3
2889,2017-11,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,1
2890,2017-11,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
2891,2017-11,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED,4.3
2892,2017-10,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
2893,2017-10,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
